"SITE_DOMAIN","AD_FORMAT","DEVICE_TYPE_LABEL","GEO_DMA","CONTENT_GENRE","IMPRESSIONS","PURCHASES","PURCHASE_RATE","YIELD_MULTIPLIER","SUPPORT"
"people.com","video","Connected TV","New York","",428,3,0.00701,1.878,428
"washingtonpost.com","video","Connected TV","Chicago","",374,1,0.00267,0.716,374
"forbes.com","banner","Tablet","Atlanta","",712,4,0.00562,1.505,712
"cnn.com","banner","Set Top Box","New York","",739,3,0.00406,1.088,739
"tmz.com","banner","Set Top Box","Phoenix","",778,2,0.00257,0.689,778
"theverge.com","native","Mobile/Tablet","Atlanta","",348,2,0.00575,1.540,348
"buzzfeed.com","video","Set Top Box","Los Angeles","",399,0,0.00000,0.000,399
"tmz.com","native","Mobile/Tablet","Denver","",380,1,0.00263,0.705,380
"forbes.com","banner","Connected TV","Philadelphia","",762,1,0.00131,0.351,762
"cnn.com","native","Phone","Philadelphia","",378,0,0.00000,0.000,378
"foxnews.com","native","Mobile/Tablet","Denver","",381,2,0.00525,1.406,381
"buzzfeed.com","video","Phone","New York","",378,1,0.00265,0.709,378
"people.com","native","Mobile/Tablet","Denver","",400,3,0.00750,2.009,400
"tmz.com","video","Connected Device","Dallas-Ft. Worth","",360,0,0.00000,0.000,360
"cnet.com","video","Set Top Box","Houston","",348,0,0.00000,0.000,348
"cnet.com","native","Set Top Box","Houston","",383,1,0.00261,0.699,383
"tmz.com","video","Tablet","New York","",382,1,0.00262,0.701,382
"theverge.com","native","Tablet","Phoenix","",414,3,0.00725,1.941,414
"foxnews.com","native","Connected TV","Phoenix","",334,0,0.00000,0.000,334
"tmz.com","video","Mobile/Tablet","Denver","",382,2,0.00524,1.403,382
"variety.com","video","Connected TV","New York","",356,1,0.00281,0.752,356
"variety.com","video","Phone","Miami","",390,2,0.00513,1.374,390
"cnn.com","video","Phone","Houston","",404,2,0.00495,1.326,404
"buzzfeed.com","banner","Mobile/Tablet","Los Angeles","",751,4,0.00533,1.427,751
"buzzfeed.com","banner","Personal Computer","Atlanta","",706,4,0.00567,1.518,706
"tmz.com","video","Mobile/Tablet","Dallas-Ft. Worth","",397,0,0.00000,0.000,397
"techcrunch.com","banner","Tablet","Miami","",756,3,0.00397,1.063,756
"tmz.com","banner","Phone","Chicago","",780,1,0.00128,0.343,780
"nytimes.com","native","Phone","Denver","",371,0,0.00000,0.000,371
"people.com","banner","Set Top Box","Denver","",767,3,0.00391,1.048,767
"bbc.com","banner","Phone","Phoenix","",770,4,0.00520,1.392,770
"washingtonpost.com","video","Tablet","New York","",387,0,0.00000,0.000,387
"espn.com","banner","Tablet","Phoenix","",785,3,0.00382,1.024,785
"weather.com","banner","Connected TV","Houston","",757,6,0.00793,2.123,757
"bbc.com","banner","Connected TV","Atlanta","",741,5,0.00675,1.808,741
"people.com","banner","Phone","Los Angeles","",738,2,0.00271,0.726,738
"weather.com","native","Connected TV","Philadelphia","",405,3,0.00741,1.984,405
"nytimes.com","native","Tablet","Houston","",385,1,0.00260,0.696,385
"cnn.com","video","Mobile/Tablet","Chicago","",380,2,0.00526,1.410,380
"buzzfeed.com","video","Connected TV","Dallas-Ft. Worth","",400,2,0.00500,1.339,400
"tmz.com","native","Personal Computer","Los Angeles","",384,0,0.00000,0.000,384
"washingtonpost.com","native","Connected TV","Chicago","",392,2,0.00510,1.367,392
"tmz.com","banner","Connected TV","Los Angeles","",780,2,0.00256,0.687,780
"tmz.com","banner","Phone","Dallas-Ft. Worth","",779,0,0.00000,0.000,779
"people.com","banner","Mobile/Tablet","Miami","",756,4,0.00529,1.417,756
"cnet.com","banner","Tablet","Philadelphia","",797,3,0.00376,1.008,797
"forbes.com","native","Tablet","Atlanta","",397,0,0.00000,0.000,397
"weather.com","native","Personal Computer","Los Angeles","",390,2,0.00513,1.374,390
"espn.com","native","Mobile/Tablet","Atlanta","",383,0,0.00000,0.000,383
"espn.com","native","Mobile/Tablet","New York","",332,1,0.00301,0.807,332
"forbes.com","native","Phone","Dallas-Ft. Worth","",399,0,0.00000,0.000,399
"forbes.com","banner","Phone","Houston","",765,0,0.00000,0.000,765
"weather.com","video","Mobile/Tablet","Houston","",386,3,0.00777,2.082,386
"tmz.com","banner","Mobile/Tablet","Philadelphia","",765,2,0.00261,0.700,765
"weather.com","video","Connected TV","New York","",359,3,0.00836,2.239,359
"espn.com","banner","Connected Device","Denver","",741,3,0.00405,1.085,741
"tmz.com","native","Tablet","Miami","",367,2,0.00545,1.460,367
"theverge.com","native","Tablet","Atlanta","",363,0,0.00000,0.000,363
"espn.com","banner","Connected Device","Atlanta","",769,5,0.00650,1.742,769
"variety.com","native","Connected Device","Dallas-Ft. Worth","",389,2,0.00514,1.377,389
"people.com","banner","Connected Device","Atlanta","",785,2,0.00255,0.683,785
"nytimes.com","banner","Connected TV","Los Angeles","",776,2,0.00258,0.690,776
"cnn.com","video","Mobile/Tablet","New York","",403,0,0.00000,0.000,403
"bbc.com","native","Tablet","Phoenix","",392,1,0.00255,0.683,392
"nytimes.com","video","Mobile/Tablet","Phoenix","",377,1,0.00265,0.711,377
"espn.com","video","Connected Device","Dallas-Ft. Worth","",391,1,0.00256,0.685,391
"foxnews.com","video","Set Top Box","Dallas-Ft. Worth","",396,2,0.00505,1.353,396
"weather.com","video","Connected Device","Denver","",394,1,0.00254,0.680,394
"cnn.com","video","Mobile/Tablet","Dallas-Ft. Worth","",355,0,0.00000,0.000,355
"techcrunch.com","native","Tablet","Denver","",374,1,0.00267,0.716,374
"espn.com","native","Phone","Dallas-Ft. Worth","",367,2,0.00545,1.460,367
"forbes.com","native","Tablet","Denver","",341,0,0.00000,0.000,341
"forbes.com","banner","Tablet","New York","",780,3,0.00385,1.030,780
"people.com","banner","Personal Computer","Miami","",825,4,0.00485,1.299,825
"variety.com","native","Set Top Box","Philadelphia","",383,1,0.00261,0.699,383
"forbes.com","video","Mobile/Tablet","Philadelphia","",377,0,0.00000,0.000,377
"weather.com","video","Tablet","Miami","",353,1,0.00283,0.759,353
"theverge.com","native","Connected TV","Philadelphia","",369,0,0.00000,0.000,369
"variety.com","banner","Tablet","Phoenix","",776,2,0.00258,0.690,776
"nytimes.com","native","Phone","Houston","",391,2,0.00512,1.370,391
"variety.com","banner","Tablet","Los Angeles","",831,0,0.00000,0.000,831
"forbes.com","video","Connected Device","Miami","",395,2,0.00506,1.356,395
"foxnews.com","native","Connected TV","Houston","",370,3,0.00811,2.172,370
"foxnews.com","video","Phone","Atlanta","",359,1,0.00279,0.746,359
"forbes.com","banner","Connected Device","Houston","",760,6,0.00790,2.115,760
"variety.com","native","Set Top Box","Chicago","",369,0,0.00000,0.000,369
"cnn.com","native","Tablet","Los Angeles","",374,0,0.00000,0.000,374
"techcrunch.com","native","Connected TV","Chicago","",372,4,0.01075,2.881,372
"buzzfeed.com","video","Tablet","Philadelphia","",403,0,0.00000,0.000,403
"buzzfeed.com","banner","Personal Computer","Phoenix","",768,4,0.00521,1.395,768
"bbc.com","banner","Connected Device","Houston","",708,1,0.00141,0.378,708
"buzzfeed.com","banner","Tablet","Chicago","",808,4,0.00495,1.326,808
"buzzfeed.com","banner","Set Top Box","Miami","",768,1,0.00130,0.349,768
"espn.com","banner","Phone","Atlanta","",778,2,0.00257,0.689,778
"nytimes.com","native","Connected TV","Phoenix","",427,4,0.00937,2.510,427
"forbes.com","video","Phone","Denver","",412,2,0.00485,1.300,412
"theverge.com","banner","Personal Computer","Los Angeles","",789,6,0.00761,2.037,789
"forbes.com","banner","Mobile/Tablet","Atlanta","",791,2,0.00253,0.677,791
"washingtonpost.com","native","Tablet","Dallas-Ft. Worth","",359,0,0.00000,0.000,359
"nytimes.com","native","Connected Device","Dallas-Ft. Worth","",379,1,0.00264,0.707,379
"theverge.com","native","Personal Computer","Chicago","",373,3,0.00804,2.155,373
"variety.com","native","Tablet","Phoenix","",382,0,0.00000,0.000,382
"nytimes.com","banner","Phone","Philadelphia","",787,3,0.00381,1.021,787
"weather.com","banner","Personal Computer","New York","",727,1,0.00138,0.369,727
"cnet.com","native","Connected TV","Atlanta","",391,1,0.00256,0.685,391
"washingtonpost.com","native","Connected TV","Los Angeles","",372,2,0.00538,1.440,372
"cnet.com","banner","Phone","Los Angeles","",765,1,0.00131,0.350,765
"cnn.com","video","Connected Device","Denver","",388,2,0.00516,1.381,388
"washingtonpost.com","video","Connected Device","Chicago","",343,1,0.00292,0.781,343
"nytimes.com","video","Connected TV","Denver","",375,0,0.00000,0.000,375
"washingtonpost.com","banner","Connected TV","Los Angeles","",758,2,0.00264,0.707,758
"cnet.com","native","Personal Computer","Phoenix","",365,1,0.00274,0.734,365
"cnn.com","video","Connected TV","Denver","",396,3,0.00758,2.029,396
"cnet.com","video","Personal Computer","Atlanta","",371,3,0.00809,2.166,371
"tmz.com","native","Tablet","Dallas-Ft. Worth","",360,1,0.00278,0.744,360
"espn.com","native","Personal Computer","Miami","",376,2,0.00532,1.425,376
"buzzfeed.com","video","Set Top Box","Houston","",390,0,0.00000,0.000,390
"variety.com","video","Connected Device","Atlanta","",406,4,0.00985,2.639,406
"espn.com","native","Phone","Phoenix","",385,0,0.00000,0.000,385
"foxnews.com","video","Mobile/Tablet","Chicago","",360,1,0.00278,0.744,360
"buzzfeed.com","native","Phone","Phoenix","",388,4,0.01031,2.762,388
"buzzfeed.com","native","Tablet","Denver","",338,0,0.00000,0.000,338
"bbc.com","video","Mobile/Tablet","Philadelphia","",367,2,0.00545,1.460,367
"theverge.com","video","Connected TV","Dallas-Ft. Worth","",374,4,0.01070,2.865,374
"forbes.com","video","Phone","Phoenix","",392,0,0.00000,0.000,392
"variety.com","native","Phone","Los Angeles","",370,2,0.00541,1.448,370
"variety.com","native","Mobile/Tablet","Denver","",352,1,0.00284,0.761,352
"cnet.com","video","Tablet","Denver","",387,1,0.00258,0.692,387
"nytimes.com","video","Connected TV","Dallas-Ft. Worth","",388,1,0.00258,0.690,388
"buzzfeed.com","native","Phone","Miami","",352,1,0.00284,0.761,352
"cnet.com","video","Set Top Box","Los Angeles","",397,0,0.00000,0.000,397
"bbc.com","video","Phone","New York","",365,0,0.00000,0.000,365
"washingtonpost.com","video","Personal Computer","Atlanta","",358,1,0.00279,0.748,358
"weather.com","native","Set Top Box","New York","",426,1,0.00235,0.629,426
"cnet.com","native","Connected TV","Philadelphia","",371,1,0.00270,0.722,371
"washingtonpost.com","banner","Mobile/Tablet","Philadelphia","",747,3,0.00402,1.076,747
"washingtonpost.com","video","Phone","Phoenix","",400,0,0.00000,0.000,400
"techcrunch.com","banner","Connected Device","Phoenix","",766,2,0.00261,0.699,766
"weather.com","video","Personal Computer","Chicago","",417,2,0.00480,1.285,417
"washingtonpost.com","banner","Connected Device","New York","",754,1,0.00133,0.355,754
"cnet.com","banner","Personal Computer","New York","",746,1,0.00134,0.359,746
"theverge.com","video","Connected Device","Chicago","",398,1,0.00251,0.673,398
"espn.com","native","Tablet","Miami","",380,2,0.00526,1.410,380
"tmz.com","native","Connected Device","Houston","",363,0,0.00000,0.000,363
"cnet.com","banner","Mobile/Tablet","Houston","",744,1,0.00134,0.360,744
"cnet.com","native","Connected TV","Chicago","",397,4,0.01008,2.699,397
"espn.com","banner","Tablet","Denver","",778,1,0.00129,0.344,778
"nytimes.com","banner","Mobile/Tablet","Houston","",779,2,0.00257,0.688,779
"foxnews.com","video","Connected TV","Miami","",399,4,0.01003,2.686,399
"techcrunch.com","banner","Phone","New York","",782,2,0.00256,0.685,782
"bbc.com","native","Phone","Phoenix","",366,1,0.00273,0.732,366
"buzzfeed.com","video","Tablet","Atlanta","",365,1,0.00274,0.734,365
"tmz.com","native","Personal Computer","Phoenix","",376,2,0.00532,1.425,376
"washingtonpost.com","native","Connected Device","Denver","",403,0,0.00000,0.000,403
"foxnews.com","native","Connected Device","Los Angeles","",381,1,0.00263,0.703,381
"cnn.com","native","Set Top Box","Chicago","",381,0,0.00000,0.000,381
"espn.com","native","Connected TV","Houston","",361,1,0.00277,0.742,361
"forbes.com","native","Connected TV","Houston","",373,1,0.00268,0.718,373
"espn.com","native","Set Top Box","Dallas-Ft. Worth","",365,3,0.00822,2.202,365
"cnet.com","native","Phone","Phoenix","",387,1,0.00258,0.692,387
"washingtonpost.com","banner","Mobile/Tablet","Denver","",747,1,0.00134,0.359,747
"nytimes.com","video","Phone","Philadelphia","",372,3,0.00807,2.160,372
"espn.com","video","Personal Computer","Phoenix","",356,3,0.00843,2.257,356
"cnet.com","native","Connected Device","Houston","",382,2,0.00524,1.403,382
"nytimes.com","banner","Personal Computer","New York","",765,2,0.00261,0.700,765
"espn.com","video","Tablet","Miami","",392,0,0.00000,0.000,392
"buzzfeed.com","native","Connected TV","Houston","",365,0,0.00000,0.000,365
"buzzfeed.com","native","Phone","Houston","",383,1,0.00261,0.699,383
"espn.com","banner","Connected TV","Miami","",742,3,0.00404,1.083,742
"espn.com","banner","Personal Computer","Phoenix","",777,5,0.00644,1.724,777
"weather.com","banner","Tablet","Miami","",727,2,0.00275,0.737,727
"weather.com","video","Mobile/Tablet","Miami","",391,1,0.00256,0.685,391
"tmz.com","video","Connected TV","Los Angeles","",398,2,0.00503,1.346,398
"nytimes.com","native","Connected TV","Philadelphia","",409,1,0.00245,0.655,409
"nytimes.com","video","Tablet","Miami","",399,0,0.00000,0.000,399
"nytimes.com","video","Mobile/Tablet","Houston","",379,2,0.00528,1.414,379
"buzzfeed.com","native","Mobile/Tablet","Chicago","",398,1,0.00251,0.673,398
"buzzfeed.com","video","Tablet","Miami","",410,2,0.00488,1.307,410
"techcrunch.com","native","Connected Device","Houston","",421,2,0.00475,1.273,421
"forbes.com","video","Connected TV","New York","",378,4,0.01058,2.835,378
"tmz.com","video","Tablet","Los Angeles","",391,0,0.00000,0.000,391
"forbes.com","banner","Set Top Box","Houston","",736,4,0.00544,1.456,736
"people.com","native","Tablet","Philadelphia","",400,2,0.00500,1.339,400
"techcrunch.com","native","Tablet","Atlanta","",365,1,0.00274,0.734,365
"buzzfeed.com","video","Phone","Denver","",379,1,0.00264,0.707,379
"forbes.com","native","Connected Device","Miami","",399,2,0.00501,1.343,399
"bbc.com","native","Set Top Box","New York","",392,0,0.00000,0.000,392
"cnn.com","banner","Tablet","Phoenix","",776,1,0.00129,0.345,776
"cnet.com","video","Connected TV","Dallas-Ft. Worth","",379,1,0.00264,0.707,379
"cnn.com","native","Mobile/Tablet","Atlanta","",387,2,0.00517,1.384,387
"nytimes.com","banner","Set Top Box","Denver","",725,4,0.00552,1.478,725
"washingtonpost.com","video","Connected Device","Los Angeles","",369,1,0.00271,0.726,369
"weather.com","native","Phone","Dallas-Ft. Worth","",407,2,0.00491,1.316,407
"forbes.com","video","Set Top Box","Phoenix","",373,1,0.00268,0.718,373
"espn.com","native","Connected Device","Los Angeles","",370,1,0.00270,0.724,370
"washingtonpost.com","banner","Personal Computer","New York","",735,3,0.00408,1.093,735
"forbes.com","native","Personal Computer","Philadelphia","",404,0,0.00000,0.000,404
"nytimes.com","video","Connected TV","Los Angeles","",374,2,0.00535,1.433,374
"techcrunch.com","native","Tablet","Los Angeles","",383,0,0.00000,0.000,383
"people.com","native","Personal Computer","New York","",406,1,0.00246,0.660,406
"foxnews.com","native","Tablet","Los Angeles","",384,2,0.00521,1.395,384
"weather.com","banner","Connected Device","Los Angeles","",725,3,0.00414,1.108,725
"espn.com","video","Tablet","Houston","",382,1,0.00262,0.701,382
"cnn.com","banner","Set Top Box","Phoenix","",797,0,0.00000,0.000,797
"bbc.com","video","Personal Computer","Denver","",358,1,0.00279,0.748,358
"cnn.com","banner","Mobile/Tablet","Philadelphia","",745,6,0.00805,2.158,745
"cnet.com","banner","Connected TV","Chicago","",714,3,0.00420,1.126,714
"forbes.com","video","Mobile/Tablet","Dallas-Ft. Worth","",380,1,0.00263,0.705,380
"washingtonpost.com","banner","Set Top Box","Los Angeles","",723,1,0.00138,0.370,723
"bbc.com","video","Tablet","New York","",389,1,0.00257,0.689,389
"variety.com","banner","Phone","Houston","",748,3,0.00401,1.074,748
"buzzfeed.com","banner","Phone","Denver","",772,2,0.00259,0.694,772
"buzzfeed.com","native","Personal Computer","Atlanta","",355,0,0.00000,0.000,355
"bbc.com","video","Mobile/Tablet","Denver","",409,1,0.00245,0.655,409
"foxnews.com","native","Personal Computer","Miami","",412,1,0.00243,0.650,412
"buzzfeed.com","video","Phone","Philadelphia","",360,2,0.00556,1.488,360
"washingtonpost.com","banner","Personal Computer","Miami","",785,0,0.00000,0.000,785
"foxnews.com","banner","Connected TV","Denver","",758,2,0.00264,0.707,758
"washingtonpost.com","native","Connected Device","Chicago","",385,1,0.00260,0.696,385
"techcrunch.com","video","Tablet","Philadelphia","",375,0,0.00000,0.000,375
"techcrunch.com","video","Phone","Houston","",386,2,0.00518,1.388,386
"espn.com","banner","Phone","Los Angeles","",750,5,0.00667,1.786,750
"cnet.com","video","Connected TV","Los Angeles","",378,1,0.00265,0.709,378
"buzzfeed.com","video","Connected Device","Dallas-Ft. Worth","",389,3,0.00771,2.066,389
"variety.com","video","Mobile/Tablet","Houston","",380,1,0.00263,0.705,380
"washingtonpost.com","video","Tablet","Chicago","",376,0,0.00000,0.000,376
"washingtonpost.com","native","Personal Computer","Dallas-Ft. Worth","",399,1,0.00251,0.671,399
"bbc.com","native","Connected Device","Dallas-Ft. Worth","",373,2,0.00536,1.436,373
"variety.com","video","Connected TV","Miami","",389,0,0.00000,0.000,389
"foxnews.com","video","Connected Device","Atlanta","",346,0,0.00000,0.000,346
"theverge.com","video","Connected Device","Atlanta","",367,2,0.00545,1.460,367
"nytimes.com","native","Personal Computer","Phoenix","",378,0,0.00000,0.000,378
"people.com","native","Connected TV","Chicago","",358,4,0.01117,2.993,358
"washingtonpost.com","banner","Connected TV","Dallas-Ft. Worth","",747,5,0.00669,1.793,747
"washingtonpost.com","video","Connected Device","Philadelphia","",379,3,0.00792,2.121,379
"tmz.com","banner","Mobile/Tablet","Phoenix","",758,2,0.00264,0.707,758
"weather.com","video","Mobile/Tablet","Denver","",393,2,0.00509,1.363,393
"buzzfeed.com","banner","Tablet","Denver","",736,2,0.00272,0.728,736
"people.com","banner","Phone","Philadelphia","",770,3,0.00390,1.044,770
"buzzfeed.com","native","Tablet","Chicago","",374,2,0.00535,1.433,374
"washingtonpost.com","video","Connected TV","Los Angeles","",398,0,0.00000,0.000,398
"people.com","video","Personal Computer","Denver","",425,1,0.00235,0.630,425
"espn.com","banner","Connected TV","Houston","",727,6,0.00825,2.211,727
"cnet.com","video","Set Top Box","Denver","",368,0,0.00000,0.000,368
"nytimes.com","video","Mobile/Tablet","Denver","",410,2,0.00488,1.307,410
"bbc.com","native","Mobile/Tablet","Houston","",395,0,0.00000,0.000,395
"cnet.com","native","Connected TV","Dallas-Ft. Worth","",364,4,0.01099,2.944,364
"cnn.com","native","Personal Computer","New York","",382,1,0.00262,0.701,382
"techcrunch.com","banner","Connected Device","Denver","",748,3,0.00401,1.074,748
"washingtonpost.com","video","Mobile/Tablet","Chicago","",395,3,0.00760,2.035,395
"foxnews.com","video","Personal Computer","Atlanta","",390,1,0.00256,0.687,390
"foxnews.com","native","Mobile/Tablet","Atlanta","",400,1,0.00250,0.670,400
"washingtonpost.com","native","Tablet","Chicago","",382,1,0.00262,0.701,382
"tmz.com","native","Personal Computer","Dallas-Ft. Worth","",375,0,0.00000,0.000,375
"people.com","native","Personal Computer","Los Angeles","",346,2,0.00578,1.548,346
"people.com","video","Personal Computer","Miami","",409,1,0.00245,0.655,409
"techcrunch.com","video","Connected Device","New York","",380,2,0.00526,1.410,380
"cnn.com","banner","Connected Device","New York","",759,1,0.00132,0.353,759
"espn.com","banner","Tablet","Philadelphia","",757,1,0.00132,0.354,757
"weather.com","banner","Set Top Box","Houston","",770,7,0.00909,2.435,770
"theverge.com","native","Tablet","Chicago","",370,1,0.00270,0.724,370
"techcrunch.com","native","Set Top Box","Phoenix","",361,4,0.01108,2.968,361
"techcrunch.com","banner","Personal Computer","Philadelphia","",795,0,0.00000,0.000,795
"people.com","banner","Personal Computer","Dallas-Ft. Worth","",704,3,0.00426,1.141,704
"cnn.com","video","Connected Device","Dallas-Ft. Worth","",383,2,0.00522,1.399,383
"theverge.com","video","Set Top Box","Houston","",355,0,0.00000,0.000,355
"weather.com","banner","Tablet","New York","",809,6,0.00742,1.987,809
"washingtonpost.com","banner","Personal Computer","Denver","",730,2,0.00274,0.734,730
"washingtonpost.com","native","Connected TV","Atlanta","",370,2,0.00541,1.448,370
"espn.com","banner","Phone","Chicago","",800,6,0.00750,2.009,800
"bbc.com","banner","Tablet","Denver","",779,3,0.00385,1.032,779
"weather.com","native","Set Top Box","Houston","",372,2,0.00538,1.440,372
"foxnews.com","banner","Phone","Phoenix","",790,3,0.00380,1.017,790
"bbc.com","native","Tablet","Chicago","",365,2,0.00548,1.468,365
"techcrunch.com","native","Tablet","Philadelphia","",380,3,0.00790,2.115,380
"buzzfeed.com","video","Mobile/Tablet","Chicago","",401,2,0.00499,1.336,401
"theverge.com","banner","Mobile/Tablet","Los Angeles","",804,0,0.00000,0.000,804
"buzzfeed.com","video","Connected Device","Phoenix","",360,1,0.00278,0.744,360
"tmz.com","banner","Connected Device","Dallas-Ft. Worth","",768,4,0.00521,1.395,768
"people.com","native","Mobile/Tablet","Dallas-Ft. Worth","",397,1,0.00252,0.675,397
"washingtonpost.com","video","Set Top Box","Atlanta","",352,1,0.00284,0.761,352
"foxnews.com","banner","Personal Computer","Phoenix","",685,5,0.00730,1.955,685
"weather.com","native","Mobile/Tablet","Dallas-Ft. Worth","",398,5,0.01256,3.365,398
"cnet.com","video","Mobile/Tablet","Los Angeles","",414,1,0.00242,0.647,414
"washingtonpost.com","banner","Connected Device","Atlanta","",820,8,0.00976,2.613,820
"people.com","native","Personal Computer","Miami","",386,4,0.01036,2.776,386
"buzzfeed.com","banner","Connected TV","New York","",760,5,0.00658,1.762,760
"tmz.com","video","Mobile/Tablet","Los Angeles","",394,6,0.01523,4.079,394
"espn.com","native","Tablet","Philadelphia","",380,0,0.00000,0.000,380
"cnet.com","native","Set Top Box","Denver","",371,2,0.00539,1.444,371
"forbes.com","banner","Personal Computer","Chicago","",753,2,0.00266,0.711,753
"cnet.com","banner","Phone","Denver","",793,4,0.00504,1.351,793
"bbc.com","video","Set Top Box","Miami","",420,2,0.00476,1.276,420
"tmz.com","banner","Tablet","Houston","",716,0,0.00000,0.000,716
"nytimes.com","native","Connected TV","Los Angeles","",370,2,0.00541,1.448,370
"espn.com","native","Mobile/Tablet","Chicago","",356,2,0.00562,1.505,356
"people.com","banner","Phone","Chicago","",773,5,0.00647,1.733,773
"people.com","banner","Phone","Phoenix","",746,3,0.00402,1.077,746
"foxnews.com","banner","Personal Computer","Chicago","",800,3,0.00375,1.005,800
"variety.com","banner","Connected TV","Atlanta","",784,0,0.00000,0.000,784
"tmz.com","video","Personal Computer","Atlanta","",363,0,0.00000,0.000,363
"foxnews.com","banner","Set Top Box","Atlanta","",782,2,0.00256,0.685,782
"tmz.com","banner","Connected TV","Denver","",736,0,0.00000,0.000,736
"variety.com","native","Personal Computer","Philadelphia","",359,2,0.00557,1.492,359
"bbc.com","video","Connected Device","Los Angeles","",395,0,0.00000,0.000,395
"nytimes.com","native","Tablet","New York","",387,0,0.00000,0.000,387
"weather.com","banner","Mobile/Tablet","Miami","",767,9,0.01173,3.143,767
"espn.com","video","Phone","Miami","",362,3,0.00829,2.220,362
"forbes.com","video","Set Top Box","Dallas-Ft. Worth","",400,1,0.00250,0.670,400
"foxnews.com","video","Tablet","Phoenix","",393,1,0.00255,0.682,393
"variety.com","native","Phone","Philadelphia","",376,1,0.00266,0.713,376
"foxnews.com","banner","Personal Computer","Atlanta","",729,3,0.00412,1.102,729
"cnn.com","native","Connected TV","Los Angeles","",351,1,0.00285,0.763,351
"cnn.com","video","Set Top Box","Miami","",405,2,0.00494,1.323,405
"tmz.com","native","Mobile/Tablet","Dallas-Ft. Worth","",320,1,0.00313,0.837,320
"nytimes.com","banner","Tablet","Miami","",750,2,0.00267,0.714,750
"bbc.com","banner","Phone","Philadelphia","",797,6,0.00753,2.017,797
"variety.com","banner","Connected Device","Houston","",786,3,0.00382,1.023,786
"weather.com","banner","Personal Computer","Denver","",785,5,0.00637,1.706,785
"techcrunch.com","banner","Connected TV","Denver","",772,3,0.00389,1.041,772
"tmz.com","banner","Mobile/Tablet","Los Angeles","",760,0,0.00000,0.000,760
"foxnews.com","video","Phone","Los Angeles","",351,1,0.00285,0.763,351
"nytimes.com","banner","Connected Device","Chicago","",757,1,0.00132,0.354,757
"espn.com","banner","Set Top Box","Miami","",790,2,0.00253,0.678,790
"people.com","video","Phone","Philadelphia","",402,3,0.00746,1.999,402
"weather.com","native","Phone","Atlanta","",384,3,0.00781,2.093,384
"espn.com","video","Mobile/Tablet","New York","",375,3,0.00800,2.143,375
"techcrunch.com","native","Mobile/Tablet","Denver","",393,2,0.00509,1.363,393
"espn.com","native","Tablet","New York","",381,1,0.00263,0.703,381
"people.com","native","Connected Device","New York","",399,0,0.00000,0.000,399
"espn.com","banner","Personal Computer","New York","",771,7,0.00908,2.432,771
"theverge.com","video","Personal Computer","Atlanta","",383,2,0.00522,1.399,383
"forbes.com","banner","Tablet","Miami","",773,3,0.00388,1.040,773
"theverge.com","video","Phone","Chicago","",351,1,0.00285,0.763,351
"people.com","native","Connected Device","Atlanta","",361,1,0.00277,0.742,361
"weather.com","video","Set Top Box","Phoenix","",401,0,0.00000,0.000,401
"variety.com","video","Connected TV","Phoenix","",370,1,0.00270,0.724,370
"forbes.com","native","Tablet","Houston","",358,2,0.00559,1.497,358
"cnn.com","video","Phone","Philadelphia","",334,1,0.00299,0.802,334
"forbes.com","video","Connected Device","Atlanta","",390,0,0.00000,0.000,390
"bbc.com","video","Phone","Houston","",374,0,0.00000,0.000,374
"espn.com","video","Phone","New York","",445,2,0.00449,1.204,445
"forbes.com","native","Connected TV","Atlanta","",340,2,0.00588,1.576,340
"forbes.com","native","Set Top Box","New York","",378,2,0.00529,1.417,378
"tmz.com","banner","Connected TV","Houston","",775,3,0.00387,1.037,775
"buzzfeed.com","video","Connected TV","Los Angeles","",405,1,0.00247,0.661,405
"cnn.com","banner","Mobile/Tablet","Phoenix","",738,7,0.00949,2.541,738
"espn.com","banner","Set Top Box","Denver","",763,3,0.00393,1.053,763
"espn.com","banner","Phone","Houston","",762,4,0.00525,1.406,762
"weather.com","banner","Tablet","Philadelphia","",784,4,0.00510,1.367,784
"forbes.com","native","Tablet","Miami","",370,1,0.00270,0.724,370
"bbc.com","banner","Personal Computer","New York","",811,2,0.00247,0.661,811
"tmz.com","banner","Connected Device","Atlanta","",723,1,0.00138,0.370,723
"weather.com","banner","Set Top Box","Chicago","",760,5,0.00658,1.762,760
"people.com","banner","Phone","Dallas-Ft. Worth","",702,1,0.00143,0.382,702
"cnet.com","banner","Phone","Dallas-Ft. Worth","",776,3,0.00387,1.036,776
"cnn.com","banner","Personal Computer","Los Angeles","",746,6,0.00804,2.155,746
"foxnews.com","video","Connected Device","Denver","",399,0,0.00000,0.000,399
"bbc.com","video","Mobile/Tablet","Chicago","",366,5,0.01366,3.660,366
"washingtonpost.com","video","Connected Device","Phoenix","",395,2,0.00506,1.356,395
"variety.com","banner","Tablet","Houston","",791,3,0.00379,1.016,791
"buzzfeed.com","banner","Phone","New York","",781,3,0.00384,1.029,781
"foxnews.com","video","Phone","Phoenix","",375,1,0.00267,0.714,375
"cnn.com","video","Connected TV","Dallas-Ft. Worth","",393,3,0.00763,2.045,393
"cnn.com","banner","Tablet","Miami","",700,3,0.00429,1.148,700
"nytimes.com","native","Set Top Box","Los Angeles","",369,1,0.00271,0.726,369
