"DOMAIN","COMPANY_NAME","COMPANY_INDUSTRY","COMPANY_REVENUE","COMPANY_SIZE","JOURNEY_STAGE","FIRST_VISIT_DATE","TOTAL_VISITS","TOTAL_VISITORS","CONTACT_EMAIL_SHA256"
"smart-hub.com","Smart Hub","Telecommunications","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged","2026-05-14",87,9,"90d0546b785d8c5a2fcc20e453ad799e744c23681b9079a96533c16434fa324f"
"swift-labs.com","Swift Labs","Health, Wellness and Fitness","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-05-11",5,1,""
"acme-digital.com","Acme Digital","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-07-12",24,3,"faed3963cd10b6b1b3843492ad4173d7ad4a45f5a15cb36b0e57d49f66bd3db3"
"blue-tech.com","Blue Tech","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL","2026-04-27",221,14,"2894504fb41d0bc3f3c47341b0d0b5d9342bfeb0cf5bf1ccf84092cc118246ce"
"blue-tech.com","Blue Tech","Consumer Goods","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-06-06",3,1,"f7ac722e01a1ccdf42c43689479201075ae014b23615a8ac166dab15764a8562"
"stellar-net.com","Stellar Net","Consumer Goods","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-04-06",2,1,"6661489d6a951abb8a73e515304c1b7b7a11554ef3bbb5e1bc34f76c06d70965"
"bright-inc.com","Bright Inc","Financial Services","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-06-21",45,7,"fd32ec0c01459af89939ee580a1c2fd6e9f90f9a9a23e60bb6da85e445835cd6"
"nexus-labs.com","Nexus Labs","Entertainment","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-08-01",94,5,"8dbf6d0c621eeb23a619bd281aa59c10415e070d5c8eb35dd8b75870cebead42"
"nexus-inc.com","Nexus Inc","Entertainment","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware","2026-05-08",3,1,"280524f28d8e83b9d503b565ca383e7b94bf93264141f0c5f3685727725507dd"
"apex-labs.com","Apex Labs","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Engaged","2026-06-15",46,16,""
"cyber-media.com","Cyber Media","Management Consulting","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-07-02",29,16,""
"peak-inc.com","Peak Inc","Consumer Goods","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-04-15",4,6,""
"atlas-labs.com","Atlas Labs","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-08-21",40,12,"cd18a1b493faa6f12baf33a419bd5bbeeffb493cd8781373eeabe478e6684b21"
"rapid-inc.com","Rapid Inc","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-05-07",55,9,"5343eac8b671d5187dcc503fcecd894782f02a05ad793bfa49a2634eba4a6432"
"swift-systems.com","Swift Systems","Insurance","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-07-27",20,2,"096a662cf7ad7082b96ca13aa7a82ad21884cd08f92a6dd8131f7c73d89000fd"
"prime-cloud.com","Prime Cloud","Food & Beverages","Medium-Large ($50MM-$100MM)","Medium (200-499)","Aware","2026-04-05",20,4,"d7a46308176a6c529ba061ced1d0819631fd147ce8132f17e501014d02db130b"
"prime-inc.com","Prime Inc","Entertainment","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-07-25",33,15,""
"stellar-media.com","Stellar Media","Retail","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-05-02",2,1,"af616c011eadb3ac90999c5b2fe80d79064fc8a55b2dc7764287e3fdee0e73bf"
"stellar-net.com","Stellar Net","Education Management","XLarge ($200MM-$1B)","Large (1,000-4,999)","Aware","2026-04-13",10,2,"d4ba39ab17eb91a359d1040417855b62fb51cd3bd064c21e9d17ee1ef56d61a0"
"rapid-data.com","Rapid Data","Food & Beverages","Small ($1MM-$10MM)","Medium-Small (50-199)","MQL","2026-08-13",197,22,""
"apex-io.com","Apex Io","E-Learning","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged","2026-09-05",16,6,"3edf2151744e896b3c10d478bcaa65b0178fb77a4feaed3dc048531f7eca04c4"
"swift-corp.com","Swift Corp","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-03",1,1,"415cc5971197791e1c1c6473b6da9241c56b4703966104df21d4dbcbae2ae633"
"nova-group.com","Nova Group","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware","2026-06-26",22,5,""
"nexus-data.com","Nexus Data","Telecommunications","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-04-07",5,1,"91dbf8e7aaaa7e63e6aba1d09571c37f6181356a056282110a342a113cc79f4f"
"cyber-data.com","Cyber Data","Health, Wellness and Fitness","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware","2026-09-15",1,1,""
"green-net.com","Green Net","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-07-09",2,1,"590194f4fe405bbae6a2440b82347b6e36cdbbe81ebf91fa3a231edd19c3609c"
"iron-works.com","Iron Works","Real Estate","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-06-20",7,6,""
"swift-tech.com","Swift Tech","Construction","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-07-01",21,3,"a3bd06238c26e974b3457d094c2036b784854975b80554d872b93dd83e4e0ffe"
"cyber-data.com","Cyber Data","Manufacturing","Small ($1MM-$10MM)","Small (10-49)","MQL","2026-06-20",40,25,""
"blue-digital.com","Blue Digital","Retail","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-09-17",5,1,"be9be38f42b089f342fe6593203a820e6e1efd55bac9a17af7e958cc8a372e24"
"acme-works.com","Acme Works","Retail","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-08-25",117,8,"4702ccff8b21abfae260794cc13caeae3bda3c650eb84923f071824aa65f2f89"
"smart-digital.com","Smart Digital","Marketing and Advertising","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","MQL","2026-06-02",41,28,""
"core-digital.com","Core Digital","Legal Services","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-07-25",1,1,"e2d9225171823d7678af75048e388852fdeea18faf067c31e207a2e4cb65e843"
"bright-net.com","Bright Net","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-04-04",16,2,"b134799b77f03f662bef0f781e8bcfe304ed8fa025ac9a4b533f31dad8656122"
"core-works.com","Core Works","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-23",5,1,""
"core-inc.com","Core Inc","Retail","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-08-07",21,2,"cdf5384da6becf4f55b91882bf2a98429c32f885031282ebeca413825fae7929"
"rapid-digital.com","Rapid Digital","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-09-03",1,1,""
"peak-solutions.com","Peak Solutions","Manufacturing","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware","2026-07-12",1,1,"dcdd5cfa8a432dc5cf2889cbaab72fb72b306e5bcd8e4f469a935c6d26b6f4da"
"prime-group.com","Prime Group","Automotive","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware","2026-05-21",1,1,"da46f59a74c81c6c5e49041425a21ae7e65c805bf580449e65dcfef21bd853d2"
"core-digital.com","Core Digital","Food & Beverages","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware","2026-04-27",4,1,"894bec2ccfff192ab3d366a6af267a104c93ab47582b811946a82ca84f9e09bd"
"green-corp.com","Green Corp","Insurance","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-05-26",3,1,"522725ad8398d5616203ac4a73a37d1a1d6312cbe3b7b9829a0c438f75f75080"
"blue-inc.com","Blue Inc","Automotive","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-05-10",3,1,"b1dbd441a237ac9d6cb5b0fa72c6a22b42a1e286dd7dea2d5f952bf65e035ef1"
"nexus-digital.com","Nexus Digital","Logistics and Supply Chain","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-06-02",1,1,""
"rapid-inc.com","Rapid Inc","Logistics and Supply Chain","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-04-29",12,3,"a358d03bd6aaedc6e1cd80b5d4768d6ff1af337ef134e37509786ba9f2ce4972"
"rapid-cloud.com","Rapid Cloud","Logistics and Supply Chain","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-06-16",4,1,"bc845961d4adfde1df24e3dfda1267ee8b71033f96deb0abdfb579d633173475"
"blue-labs.com","Blue Labs","Retail","XXLarge ($1B+)","XXLarge (10,000+)","Aware","2026-05-04",12,4,""
"blue-cloud.com","Blue Cloud","Logistics and Supply Chain","Large ($100MM-$200MM)","Large (1,000-4,999)","MQL","2026-08-19",122,5,"f905cb8080a61059f9a3e7853b9037e3abd00e3267a625d265af479b4d84fe60"
"clear-hub.com","Clear Hub","Telecommunications","Medium-Large ($50MM-$100MM)","Medium (200-499)","MQL","2026-05-03",118,19,"a6216296bab8ded0ec926c376f18e26093bcd833ebc97dcc5d98f0052abdbd83"
"acme-solutions.com","Acme Solutions","Real Estate","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-05-19",5,1,"ee60fc8df60892b6f34a1a3bbf50c4bc9fb4f8811e2b85d11fe6de9ca8cfeb00"
"smart-labs.com","Smart Labs","Real Estate","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-04-10",2,1,"191afaf14a2d60168a07f7f56fe281aa46fccf72a0fe2572e956e704667a7ea5"
"bright-hub.com","Bright Hub","Logistics and Supply Chain","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-09-17",1,1,""
"vertex-inc.com","Vertex Inc","Real Estate","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-06-29",15,1,"c7ffde5361685dbf7ed5cdd2e02fa37ee6bc120eb75d3d417188e41d4acdc9ca"
"nova-labs.com","Nova Labs","Logistics and Supply Chain","Large ($100MM-$200MM)","Medium-Large (500-999)","Unaware","2026-03-31",2,1,""
"bright-labs.com","Bright Labs","Insurance","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-04-10",3,1,""
"rapid-works.com","Rapid Works","Construction","Small ($1MM-$10MM)","Small (10-49)","Engaged","2026-09-10",72,10,"2ace0bd44768d0ff6527a89a2e69672fd9b19af40f95389da0574c0a0454426c"
"smart-works.com","Smart Works","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-03-28",5,1,""
"clear-io.com","Clear Io","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-08-18",15,1,"1e5e5708388342380f2fa969296be3052b5af38f701111e0c2efb53fa80c8c9c"
"nova-inc.com","Nova Inc","Hospital & Health Care","XXLarge ($1B+)","XXLarge (10,000+)","Unaware","2026-08-18",4,1,"93175394e05e2b3b23584cdd546571c92aab843054d99866079324196ed0c930"
"core-systems.com","Core Systems","Automotive","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-05-08",2,1,""
"stellar-labs.com","Stellar Labs","Telecommunications","XLarge ($200MM-$1B)","Large (1,000-4,999)","Engaged","2026-07-25",42,17,""
"global-media.com","Global Media","Retail","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-07-08",1,1,"0d6ec265fdcafd86519e39cf082ada91fbacbae55cf7adcafae5f1673316e081"
"stellar-media.com","Stellar Media","Education Management","Large ($100MM-$200MM)","Large (1,000-4,999)","MQL","2026-06-06",190,26,""
"prime-hub.com","Prime Hub","Retail","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-04-11",74,14,""
"smart-io.com","Smart Io","Financial Services","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-08-06",5,1,""
"vertex-group.com","Vertex Group","Manufacturing","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-08-07",17,3,"2e16450dc35c005e6b6fa53d5143f17372acc96d084dc0bd41318547bd9b278e"
"smart-corp.com","Smart Corp","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-05-28",10,3,"2b04d3443cae6d0833475b95a7c9c734feef5e97bfd434beccbf7255937a8fab"
"nexus-hub.com","Nexus Hub","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Engaged","2026-05-11",89,9,"a3430f93f27b2b3dfd606b74331bb5193a1a01dc4ef5b3d3a795037b9dee53fb"
"atlas-media.com","Atlas Media","E-Learning","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-30",2,1,"abb49d885888e70cd52a24f0b73d759eb8e3441b193d96bea828a99d8c49de4c"
"green-media.com","Green Media","Legal Services","XLarge ($200MM-$1B)","XLarge (5,000-10,000)","Unaware","2026-04-11",2,1,""
"prime-labs.com","Prime Labs","Software / Information Technology","Micro ($0-$1MM)","Small (10-49)","Aware","2026-04-21",6,5,""
"cyber-works.com","Cyber Works","Marketing and Advertising","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-05-11",5,1,""
"nexus-net.com","Nexus Net","Food & Beverages","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-03-29",1,1,""
"atlas-digital.com","Atlas Digital","Hospital & Health Care","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-06-18",1,1,"51cae772f541097c64b5aa554993044539d64aefe76a0c087b03560328e2ebd2"
"stellar-works.com","Stellar Works","Consumer Goods","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-07-21",3,1,""
"stellar-labs.com","Stellar Labs","Manufacturing","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-07-19",1,1,"4b18dd1bc3b3f373c8770b0c46cf6aee7c2c22dd1b859c9fdb79517ef453220c"
"acme-works.com","Acme Works","Software / Information Technology","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-06-19",29,4,"237cc38ce8e816e7346af46eac3bd431f46d2c6f73e94c57a1967958f6005491"
"smart-media.com","Smart Media","Insurance","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-08-08",4,1,"17073b947ad88248ed27dc984a70ee0ca061f3885a32bad3db48459caa2439a7"
"core-inc.com","Core Inc","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-04-09",74,12,""
"apex-media.com","Apex Media","Insurance","Medium-Small ($10MM-$50MM)","Medium (200-499)","Opportunity","2026-08-25",404,34,"4bad4e31d3b42f477b71fe144231a4ce44619b0106a44b698c72d3c10231023b"
"cyber-tech.com","Cyber Tech","E-Learning","XXLarge ($1B+)","XXLarge (10,000+)","MQL","2026-08-21",102,24,""
"green-solutions.com","Green Solutions","E-Learning","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-08-17",13,2,"7ee7553c2c122d44488aaa2f3c6c950bf834dce18c32752fcdc7a67a60adab69"
"rapid-group.com","Rapid Group","Manufacturing","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-09-02",3,2,"6817af467ae78b001709b595f1cc5512777f5252b5f16ff9e38e098c46f2da02"
"green-digital.com","Green Digital","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware","2026-05-30",19,4,""
"clear-media.com","Clear Media","Construction","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-04-06",5,5,""
"vertex-digital.com","Vertex Digital","Food & Beverages","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-08-26",4,1,"370732660a04a77e0f5f6cbfc3d3c7608d90e5f5c225cfd377d311086c30b7f9"
"bright-hub.com","Bright Hub","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","MQL","2026-06-03",99,11,"3622a851deb8ed15e11eff62ce8a914962175e834ae71ae6a7626123c5b772ff"
"acme-systems.com","Acme Systems","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-04-15",3,1,"47736d16fba11008413a5286aa203225ada9d76ae46d5a7acd1bdac1321f2033"
"stellar-hub.com","Stellar Hub","Hospital & Health Care","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Engaged","2026-08-24",21,11,"30d7c9b6d7f799817f53bf47fb4446642b95ccaadb0d8919258a23cdbbfd3cd9"
"apex-works.com","Apex Works","Manufacturing","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-06-12",4,1,"d3b7195689cf0d224bf578993f919a6384e1618a61240bfc2f19df00a7f4ec40"
"blue-systems.com","Blue Systems","Health, Wellness and Fitness","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-08-26",38,15,""
"peak-hub.com","Peak Hub","E-Learning","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-08-06",26,17,""
"blue-hub.com","Blue Hub","Marketing and Advertising","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-04-13",5,1,"a9ffa9017e8c9ee452d1f554d9bf062cdd465dd90af20d5eb5e631fb1876d21d"
"swift-hub.com","Swift Hub","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-05-06",33,9,"38a949d36dd5e4eb31073aeeb4c72bcc84a4f6d7324a321b4f861c69a8641a5b"
"nexus-digital.com","Nexus Digital","Insurance","Medium-Small ($10MM-$50MM)","Medium (200-499)","MQL","2026-05-06",84,17,"6a17ca97df78685c57326ee101509ac178917dabbcfda2a8ad06b26456ed853a"
"stellar-solutions.com","Stellar Solutions","Food & Beverages","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-04-06",2,1,"5bb6942e325184bedc460ca5b2942e71542974f46245e19ac876a485a2d47add"
"stellar-digital.com","Stellar Digital","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-08-23",7,2,"7abf006eefb724817e51b19f47783493967e1803db2e9b9f66e6fcae00d74c47"
"cyber-media.com","Cyber Media","Consumer Goods","Medium-Small ($10MM-$50MM)","Medium (200-499)","MQL","2026-07-27",46,7,"f34aff072f27b1bfaec9ba42fd627dccde5b30343abd93958cc25f3691b70ad3"
"nexus-inc.com","Nexus Inc","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-08-28",17,4,"a5dfe21d96be5095981e814165e4cb2273787bd493432faaffff10dd894c12b8"
"atlas-data.com","Atlas Data","Financial Services","Micro ($0-$1MM)","Small (10-49)","Aware","2026-05-30",10,3,"2565cfa90f175c3dd23093f01dd20ea846d86f23e8036acd080c4a1db6628dc5"
"nova-systems.com","Nova Systems","Consumer Goods","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-07-22",3,4,""
"core-labs.com","Core Labs","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Unaware","2026-09-10",2,1,"5e32725d99e14f0226d279dfc7de8c8f15a62205526ede8fdef0b73b3623fa73"
"rapid-io.com","Rapid Io","Retail","Micro ($0-$1MM)","Micro (1-9)","MQL","2026-04-25",211,10,"e3716a0ec4dfc0c201ceed30fe1f8fb4ee3d951cb36f5dabac1ed7c4877451f7"
"prime-media.com","Prime Media","Management Consulting","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Aware","2026-08-02",12,6,""
"nova-labs.com","Nova Labs","Health, Wellness and Fitness","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-06-08",4,1,""
"nova-group.com","Nova Group","Marketing and Advertising","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware","2026-08-14",3,1,"7be4f5b1ad372e8259c4fb69e88c86be2f04af37b4a1355ac6ffbee4038c0e73"
"vertex-digital.com","Vertex Digital","Education Management","Medium-Small ($10MM-$50MM)","Medium (200-499)","Aware","2026-06-22",13,3,"16c38d367b6edcbc2872a50e67a278459264da272c53d7e7d5fc5be6e42dce2a"
"vertex-works.com","Vertex Works","Legal Services","Large ($100MM-$200MM)","Large (1,000-4,999)","Unaware","2026-07-13",5,1,"0761a9688ff9c92aead5d6bd831508982daea52368deb3652537908045ec52ff"
"stellar-systems.com","Stellar Systems","Manufacturing","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-04-26",4,1,""
"cyber-media.com","Cyber Media","Manufacturing","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-04-12",20,4,""
"green-io.com","Green Io","Automotive","XXLarge ($1B+)","XXLarge (10,000+)","Engaged","2026-04-23",20,11,"0bf9a36bed61af68075cf17bc7f07d71eb42d492c91abd8b1cdcc31ac106cb89"
"clear-group.com","Clear Group","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-07-29",5,1,"5fba9883f1e9d789a42d113037d535e48a2fa37f54c71912b4c36fef98e7df60"
"vertex-corp.com","Vertex Corp","Automotive","Large ($100MM-$200MM)","Large (1,000-4,999)","Engaged","2026-08-09",97,6,"2645ad7d772c07be5430317b9e57c526e5c004c3f38d60c07b4dbef04aac0a74"
"smart-group.com","Smart Group","Hospital & Health Care","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-09-03",6,5,""
"acme-labs.com","Acme Labs","Software / Information Technology","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-07-22",40,14,""
"bright-digital.com","Bright Digital","Health, Wellness and Fitness","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-07-09",3,1,""
"atlas-data.com","Atlas Data","Logistics and Supply Chain","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-08-29",68,5,"f8979434b50eaedd7cb27501ec7e4069440a566f630b7519f4fed6f5c0949d8f"
"rapid-tech.com","Rapid Tech","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-08-07",1,1,"d8a7abfa91d7a864eb16ea994352af02047d882af6d41e92d3204e45fed1a311"
"bright-data.com","Bright Data","Software / Information Technology","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-08-18",5,1,""
"rapid-net.com","Rapid Net","Retail","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-07-25",15,6,""
"nova-solutions.com","Nova Solutions","Software / Information Technology","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-08-30",2,1,""
"iron-digital.com","Iron Digital","Retail","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-09-09",2,1,"d464aba798a54f5152b9f2e763dac4bc1e97ce7b4c0a0cf5d0bd5476f840bb50"
"peak-data.com","Peak Data","Logistics and Supply Chain","Micro ($0-$1MM)","Small (10-49)","Unaware","2026-04-29",1,1,"b119ca1b260251a96e465dacc418553a7e5463d92a6857e0b331781698cbe5b0"
"nexus-solutions.com","Nexus Solutions","Financial Services","Medium-Large ($50MM-$100MM)","Medium (200-499)","Unaware","2026-09-04",4,1,"a55ac287827e1e12933f8aeba7bc9862ae99efa65dd87014324b468bdda3dcf2"
"prime-group.com","Prime Group","Logistics and Supply Chain","Medium-Large ($50MM-$100MM)","Medium (200-499)","Engaged","2026-07-22",24,8,"69beecd7ac4cb256ed1398ca90d7c89b67aa3ecaf36f062f99677f8ebcdb5507"
"blue-inc.com","Blue Inc","Logistics and Supply Chain","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-07-01",5,1,"16731cf398d75219c2d78fe0cbe9b1746b3441326ccef4d5741e929b51b12aa9"
"rapid-data.com","Rapid Data","Legal Services","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-07-31",4,1,"fa31d1fcca90874244a4b69a0af1c04192a2bb70ca885ad97be15640d8ba4b08"
"rapid-solutions.com","Rapid Solutions","Software / Information Technology","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-04-23",82,16,""
"blue-hub.com","Blue Hub","Retail","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-06-17",18,2,"32c869b32a3ca418d916fb1db24315c90abdeb910e046fefa9100eeb25d33e23"
"swift-hub.com","Swift Hub","Software / Information Technology","Medium-Small ($10MM-$50MM)","Medium (200-499)","Unaware","2026-06-09",4,1,"ce16742847fe657d824aae5762f1305e5678c7684cd6fa33db2e52a4c6294b88"
"clear-systems.com","Clear Systems","Food & Beverages","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-06-09",5,1,"558f28268d5a3ab64e4fc97ab304b8c98c75197b884bcb20fb36e57e7d08a264"
"smart-data.com","Smart Data","E-Learning","Small ($1MM-$10MM)","Medium-Small (50-199)","Unaware","2026-04-19",3,1,""
"atlas-cloud.com","Atlas Cloud","Education Management","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Unaware","2026-04-20",2,1,""
"smart-corp.com","Smart Corp","Software / Information Technology","Small ($1MM-$10MM)","Small (10-49)","Aware","2026-05-13",19,3,"fbbe84fc722de998b454fed0ab7119323d895b348482513876214512bc9f711f"
"rapid-tech.com","Rapid Tech","Logistics and Supply Chain","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-06-26",4,2,"90dc3161d5bd7a1034cc7b69f65a06dc03af717ed4254f3ee20881e015791f30"
"green-labs.com","Green Labs","Insurance","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-07-15",5,1,""
"green-corp.com","Green Corp","Software / Information Technology","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-09-23",75,6,"26cc2f46caf8e96ac68cea8edb797c380f75f86b4ca94614ccc81c2ff8cd60a2"
"swift-data.com","Swift Data","E-Learning","Micro ($0-$1MM)","Micro (1-9)","Engaged","2026-06-23",19,6,"eacc6b56ec2af977f624c4fbaf0562bf83e0fd684ce0f267f96dba8148a092d4"
"swift-solutions.com","Swift Solutions","Insurance","Micro ($0-$1MM)","Small (10-49)","Engaged","2026-04-11",52,17,""
"iron-group.com","Iron Group","Food & Beverages","Micro ($0-$1MM)","Micro (1-9)","Aware","2026-08-11",15,2,"646045cc023085d51f94c785385acdf344b90a93d811b581f3afd975e60125c8"
"green-systems.com","Green Systems","Retail","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware","2026-09-12",3,1,"bbdda38c97840b8cfc887fec1a171c98cfadd2fdd31880d44ccbbd6c8983f38c"
"apex-works.com","Apex Works","Financial Services","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-08-19",3,1,"80e0e701b58cf9d438e23b9cf4a5335501ae606170bce4975de77c8602f65c39"
"acme-systems.com","Acme Systems","Software / Information Technology","XLarge ($200MM-$1B)","Large (1,000-4,999)","Unaware","2026-04-28",3,1,""
"stellar-solutions.com","Stellar Solutions","E-Learning","Small ($1MM-$10MM)","Medium-Small (50-199)","Engaged","2026-06-05",90,5,"745c7933cf4bf0de969f3b518175bdf59707df9434d965bf4cfbbf297a61037a"
"vertex-io.com","Vertex Io","Manufacturing","Micro ($0-$1MM)","Small (10-49)","Aware","2026-09-13",5,2,"11683974de67798c0e0c1c128ab0ed5b340bde9b561399250d02111d493a8f8c"
"cyber-labs.com","Cyber Labs","Retail","Small ($1MM-$10MM)","Medium-Small (50-199)","Aware","2026-06-10",16,2,"7ec1934c27b2e54b3dbec0337793bbbb47bb2a45767583995124ab20ccf77cd5"
"core-inc.com","Core Inc","Education Management","Medium-Large ($50MM-$100MM)","Medium-Large (500-999)","Aware","2026-04-22",6,6,""
"bright-hub.com","Bright Hub","Manufacturing","Medium-Small ($10MM-$50MM)","Medium-Small (50-199)","Unaware","2026-04-20",4,1,"9feb468ff5bb0ee5ebc92dd17eb7c4701b0f99606007f4a87753f58acb875093"
"smart-media.com","Smart Media","Marketing and Advertising","Micro ($0-$1MM)","Micro (1-9)","Unaware","2026-04-03",3,1,""
